date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:10	120698/120698	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:09%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/index_logo01.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_logo01.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:10	6281/6281	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:09%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/index_movie_ttl.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_movie_ttl.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:11	65/65	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:11%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/index_movie_film_bg.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_movie_film_bg.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:12	59/59	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:12%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/movie/2/thumb.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/movie/2/thumb.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:12	62516/62516	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:09%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/index_movie_film_bg.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_movie_film_bg.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:12	30422/30422	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Aug%202020%2009:50:15%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/movie/2/thumb.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/movie/2/thumb.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:13	59/59	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:12%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/movie/1/thumb.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/movie/1/thumb.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:14	26581/26581	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Aug%202020%2009:50:14%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/movie/1/thumb.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/movie/1/thumb.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:14	64/64	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:14%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_ttl.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_ttl.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:14	1404/1404	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:11%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_ttl.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_ttl.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:15	67/67	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:15%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu01.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu01.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:15	10215/10215	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:57:15%20GMT	https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/introduction/index.html	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/super_mario_odyssey/sp/introduction/index.html	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:15	29379/29379	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:11%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu01.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu01.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:16	67/67	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:16%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu02.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu02.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:16	14390/14390	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:57:16%20GMT	https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/action/index.html	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/super_mario_odyssey/sp/action/index.html	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:16	25700/25700	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:11%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu02.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu02.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:17	67/67	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:16%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu03.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu03.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:17	15710/15710	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:57:17%20GMT	https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/adventure/index.html	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/super_mario_odyssey/sp/adventure/index.html	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:18	25229/25229	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:11%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu03.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu03.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:18	67/67	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:18%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu04.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu04.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:18	33108/33108	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:57:18%20GMT	https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/guide/index.html	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/super_mario_odyssey/sp/guide/index.html	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:18	29401/29401	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:11%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu04.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/index_sitenavi_menu04.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:18	59/59	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:18%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/img/sound_btn_off.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/sound_btn_off.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:19	2750/2750	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:50:21%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/img/sound_btn_off.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/img/sound_btn_off.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:19	67/67	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:19%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/common/img/footer/mario02.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/common/img/footer/mario02.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:19	29499/29499	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:49:45%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/common/img/footer/mario02.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/common/img/footer/mario02.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:20	67/67	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:19%20GMT	http://switch-cn.gtgres.com/switch/aaaca/sp/common/img/footer/mario01.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/common/img/footer/mario01.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:20	47/47	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:20%20GMT	http://switch-cn.gtgres.com/switch/aaaca/image/bg.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/image/bg.jpg	(from https://switch-cn.gtgres.com/switch/aaaca/common/css/base.css)
13:57:20	35455/35455	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:49:45%20GMT	https://switch-cn.gtgres.com/switch/aaaca/sp/common/img/footer/mario01.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/sp/common/img/footer/mario01.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/sp/index.html)
13:57:22	53/53	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:21%20GMT	http://switch-cn.gtgres.com/switch/aaaca/img/index_bg01.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/img/index_bg01.jpg	(from https://switch-cn.gtgres.com/switch/aaaca/css/index.css)
13:57:24	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:22%20GMT	http://switch-cn.gtgres.com/global-images/69915b70-a65b-11ea-bb28-bd0c6dbc6ff0.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/69915b70-a65b-11ea-bb28-bd0c6dbc6ff0.png	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:29	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:27%20GMT	http://switch-cn.gtgres.com/global-images/bc283200-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/bc283200-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:29	609364/609364	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Aug%202020%2009:48:59%20GMT	https://switch-cn.gtgres.com/switch/aaaca/img/index_bg01.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/img/index_bg01.jpg	(from https://switch-cn.gtgres.com/switch/aaaca/css/index.css)
13:57:29	769805/769805	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Aug%202020%2009:48:55%20GMT	https://switch-cn.gtgres.com/switch/aaaca/image/bg.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/image/bg.jpg	(from https://switch-cn.gtgres.com/switch/aaaca/common/css/base.css)
13:57:31	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:30%20GMT	http://switch-cn.gtgres.com/global-images/bee15e90-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/bee15e90-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:34	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:31%20GMT	http://switch-cn.gtgres.com/global-images/c1bd2e50-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/c1bd2e50-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:34	856954/856954	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jun%202020%2020:03:33%20GMT	https://switch-cn.gtgres.com/global-images/69915b70-a65b-11ea-bb28-bd0c6dbc6ff0.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/69915b70-a65b-11ea-bb28-bd0c6dbc6ff0.png	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:35	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:34%20GMT	http://switch-cn.gtgres.com/global-images/c4fa57f0-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/c4fa57f0-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:35	509438/509438	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Dec%202019%2013:55:54%20GMT	https://switch-cn.gtgres.com/global-images/bc283200-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/bc283200-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:37	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:35%20GMT	http://switch-cn.gtgres.com/global-images/c8255920-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/c8255920-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:37	510951/510951	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Dec%202019%2013:55:59%20GMT	https://switch-cn.gtgres.com/global-images/bee15e90-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/bee15e90-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:40	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:37%20GMT	http://switch-cn.gtgres.com/global-images/cb7ebd50-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/cb7ebd50-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:40	502913/502913	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Dec%202019%2013:56:04%20GMT	https://switch-cn.gtgres.com/global-images/c1bd2e50-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/c1bd2e50-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:43	68/68	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:40%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/css/introduction.css	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/css/introduction.css	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:43	500265/500265	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Dec%202019%2013:56:09%20GMT	https://switch-cn.gtgres.com/global-images/c4fa57f0-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/c4fa57f0-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:43	12244/12244	---M-Z	200	added ('OK')	text/css	date:Fri,%2028%20Aug%202020%2009:49:18%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/css/introduction.css	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/css/introduction.css	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:45	66/66	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:43%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/js/introduction.js	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/js/introduction.js	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:45	496073/496073	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Dec%202019%2013:56:14%20GMT	https://switch-cn.gtgres.com/global-images/c8255920-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/c8255920-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:45	263/263	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Aug%202020%2009:49:21%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/js/introduction.js	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/js/introduction.js	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:47	77/77	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:45%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_ttl_line.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_ttl_line.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:47	494614/494614	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Dec%202019%2013:56:20%20GMT	https://switch-cn.gtgres.com/global-images/cb7ebd50-165a-11ea-9b40-236e671bca9e.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/global-images/cb7ebd50-165a-11ea-9b40-236e671bca9e.jpg	(from https://www.nintendoswitch.com.cn/software/70010000027089)
13:57:49	35004/35004	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:49:21%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_ttl_line.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_ttl_line.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:49	72/72	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:47%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_ttl.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_ttl.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:49	27540/27540	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:49:21%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_ttl.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_ttl.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:49	79/79	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:49%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_invitation.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_invitation.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:51	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:50%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo02.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo02.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:53	75/75	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:51%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_book01.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_book01.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:53	194369/194369	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Aug%202020%2009:49:21%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo02.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo02.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:56	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:54%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo01.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo01.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:56	803638/803638	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:49:20%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_invitation.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_invitation.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:57	80/80	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:56%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_wedding_ttl.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_wedding_ttl.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:57	261503/261503	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:49:18%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_book01.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_book01.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:59	80/80	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:57%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_wedding_txt.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_wedding_txt.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:59	59148/59148	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:49:21%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_wedding_ttl.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_wedding_ttl.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:57:59	160724/160724	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Aug%202020%2009:49:20%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo01.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo01.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:58:01	76/76	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:57:59%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo03.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo03.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:58:01	124017/124017	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:49:21%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_wedding_txt.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_wedding_txt.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:58:03	89/89	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:58:01%20GMT	http://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_broodals_chara_color.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_broodals_chara_color.png	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
13:58:03	170157/170157	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Aug%202020%2009:49:21%20GMT	https://switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo03.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aaaca/introduction/img/introduction_photo03.jpg	(from https://www.nintendoswitch.com.cn/super_mario_odyssey/introduction/index.html)
