date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:27	86850/86850	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:28%20GMT	https://www.nintendoswitch.com.cn/ring_fit_adventure/list/Qzone/	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/list/Qzone/index.html	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/list/index.html)
13:53:27	5102/5102	---MCZ	200	added ('OK')	image/png	etag:W/%225f6074b3-13ee%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/page_subtitle.png	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/page_subtitle.png	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:27	815/815	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f6074b3-32f%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_ttl_ico_q.svg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_ttl_ico_q.svg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:28	388/388	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f6074b3-184%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_ttl_ico_a.svg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_ttl_ico_a.svg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:28	35385/35385	---MCZ	200	added ('OK')	image/png	etag:W/%225f6074b3-8a39%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-01.png	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-01.png	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:29	27565/27565	---MCZ	200	added ('OK')	image/png	etag:W/%225f6074b3-6bad%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-03.png	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-03.png	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:29	56851/56851	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225f6074b3-de13%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-05_01.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-05_01.jpg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:29	143471/143471	---MCZ	200	added ('OK')	image/png	etag:W/%225f6074b3-2306f%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-02.png	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-02.png	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:29	83609/83609	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225f6074b3-14699%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-05_03.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-05_03.jpg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:30	70247/70247	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225f6074b3-11267%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-05_02.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-05_02.jpg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:30	212396/212396	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225f6074b3-33dac%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-06_02.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-06_02.jpg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:30	478/478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f6074b3-1de%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/footer/arrow.svg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/footer/arrow.svg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:30	86850/86850	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:31%20GMT	https://www.nintendoswitch.com.cn/ring_fit_adventure/..https://www.nintendoswitch.com.cn/software	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/..https_/www.nintendoswitch.com.cn/software	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:30	116469/116469	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225f6074b3-1c6f5%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-06_03.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-06_03.jpg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:30	7001/7001	---MCZ	200	added ('OK')	text/css	etag:W/%225f6074b1-1b59%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/css/faq.css	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/css/faq.css	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:31	5386/5386	---MCZ	200	added ('OK')	text/css	etag:W/%225f6074b1-150a%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/css/faq_sp.css	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/css/faq_sp.css	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:31	479913/479913	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225f6074b3-752a9%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-06_01.jpg	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/img/faq/main_image_a-06_01.jpg	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:33	149/149	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2006%20Oct%202020%2019:53:32%20GMT	http://www.nintendoswitch.com.cn/robots.txt		(from https://www.nintendoswitch.com.cn/ring_fit_adventure/)
13:53:33	173/173	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6074b4-ad%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/js/faq.js	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/js/faq.js	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:33	100156/100156	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6074b4-1873c%22	https://www.nintendoswitch.com.cn/ring_fit_adventure/assets/js/libs.js	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/assets/js/libs.js	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:33	86850/86850	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:32%20GMT	https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/Qzone/	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/faq/Qzone/index.html	(from https://www.nintendoswitch.com.cn/ring_fit_adventure/faq/index.html)
13:53:33	86850/86850	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:34%20GMT	https://www.nintendoswitch.com.cn/widget/mobile/test/index.html	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/widget/mobile/test/index.html	(from http://qzonestyle.gtimg.cn/qzone/phone/m/v4/widget/mobile/jsbridge.js?_bid=339)
13:53:35	58/58	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:34%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/css/style.css	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/css/style.618.delayed	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:35	13568/13568	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:53:34%20GMT	https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/index.html	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/mario_kart_8_deluxe/index-2.html	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:35	86850/86850	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:34%20GMT	https://www.nintendoswitch.com.cn/ring_fit_adventure/QQ/	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/ring_fit_adventure/QQ/index.html	(from http://qzonestyle.gtimg.cn/qzone/phone/m/v4/widget/mobile/jsbridge.js?_bid=339)
13:53:36	66640/66640	---M-Z	200	added ('OK')	text/css	date:Fri,%2028%20Aug%202020%2009:51:26%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/css/style.css	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/css/style.css	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:36	67/67	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:36%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/mv/img_logo.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/mv/img_logo.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:37	79/79	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:36%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_about.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_about.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:37	105088/105088	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:16%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/mv/img_logo.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/mv/img_logo.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:39	80/80	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:38%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_deluxe.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_deluxe.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:39	50570/50570	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:51:55%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_about.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_about.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:39	3470/3470	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:51:55%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_deluxe.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_deluxe.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:40	82/82	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:39%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_balloon_deluxe.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_balloon_deluxe.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:40	83/83	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:40%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_character.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_character.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:40	24423/24423	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:51:53%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_balloon_deluxe.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_balloon_deluxe.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:40	37781/37781	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:53:41%20GMT	https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/character/	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/mario_kart_8_deluxe/character/index-2.html	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:41	6917/6917	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:51:55%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_character.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_character.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:41	80/80	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:41%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_course.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_course.624.delayed	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:41	41382/41382	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:53:41%20GMT	https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/course/	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/mario_kart_8_deluxe/course/index-2.html	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:42	8917/8917	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:51:55%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_course.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_course.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:42	78/78	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:42%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_item.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_item.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:42	23511/23511	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:53:43%20GMT	https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/item/	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/mario_kart_8_deluxe/item/index-2.html	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:42	7640/7640	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:51:55%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_item.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_item.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:43	80/80	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:43%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_battle.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_battle.628.delayed	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:43	17369/17369	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2019:53:43%20GMT	https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/battle/	C:/Users/Galindo/Documents/Archive/test/testiiii/www.nintendoswitch.com.cn/mario_kart_8_deluxe/battle/index-2.html	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:43	8071/8071	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:51:54%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_battle.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/common/gnav_label_battle.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:43	75/75	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:43%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/title_deluxe.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/title_deluxe.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:44	27190/27190	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:11%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/title_deluxe.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/title_deluxe.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:44	73/73	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:44%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_switch.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_switch.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:45	74/74	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:45%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-tv.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-tv.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:45	77907/77907	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:11%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_switch.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_switch.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:47	72/72	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:46%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_style.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_style.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:47	53262/53262	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:10%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-tv.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-tv.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:48	77/77	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:47%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-table.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-table.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:48	58107/58107	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:11%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_style.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_style.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:50	78/78	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:49%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-mobile.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-mobile.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:50	87663/87663	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:10%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-table.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-table.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:51	80/80	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:50%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_connect-local.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_connect-local.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:51	84123/84123	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:10%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-mobile.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_mode-mobile.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:53	78/78	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:51%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_connect-net.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_connect-net.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:53	105047/105047	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:10%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_connect-local.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_connect-local.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:55	73/73	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:53%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_joycon.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_joycon.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:55	26646/26646	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:11%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_joycon.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_joycon.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:57	73/73	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:55%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_joycon.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_joycon.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:57	387358/387358	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:10%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_connect-net.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_connect-net.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:59	74/74	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202020%2019:53:57%20GMT	http://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_joycon2.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/txt_joycon2.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
13:53:59	43126/43126	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Aug%202020%2009:52:10%20GMT	https://switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_joycon.png	C:/Users/Galindo/Documents/Archive/test/testiiii/switch-cn.gtgres.com/switch/aabpa/sp/assets/images/deluxe/img_joycon.png	(from https://www.nintendoswitch.com.cn/mario_kart_8_deluxe/sp/index.html)
